interaction_id,user_id,restaurant_id,interaction_type,rating,timestamp
I004267,U0161,R0116,saved,,2025-02-15 07:52:00
I004268,U0148,R0053,saved,,2024-07-13 05:03:00
I004269,U0435,R0040,rated,4.0,2024-11-11 07:57:00
I004270,U0131,R0260,viewed,,2024-01-13 21:37:00
I004271,U0084,R0010,visited,4.0,2024-05-27 20:22:00
I004272,U0205,R0269,viewed,,2024-01-21 01:59:00
I004273,U0063,R0161,saved,,2024-12-19 08:44:00
I004274,U0411,R0075,viewed,,2025-03-08 02:41:00
I004275,U0416,R0090,visited,,2025-03-07 18:47:00
I004276,U0494,R0194,rated,4.0,2025-01-02 21:11:00
I004277,U0468,R0187,viewed,,2024-02-03 00:13:00
I004278,U0189,R0072,saved,,2024-08-07 11:44:00
I004279,U0458,R0186,rated,5.0,2024-03-06 21:51:00
I004280,U0032,R0113,visited,,2024-07-29 14:43:00
I004281,U0089,R0224,saved,,2024-02-08 19:52:00
I004282,U0174,R0135,saved,,2025-01-01 13:08:00
I004283,U0128,R0260,saved,,2025-02-11 10:54:00
I004284,U0038,R0126,saved,,2024-01-23 14:43:00
I004285,U0377,R0163,visited,,2024-03-11 21:16:00
I004286,U0162,R0138,viewed,,2024-03-08 01:25:00
I004287,U0331,R0221,saved,,2025-02-04 23:22:00
I004288,U0395,R0233,viewed,,2024-06-17 07:50:00
I004289,U0001,R0119,viewed,,2024-07-12 09:14:00
I004290,U0495,R0129,visited,5.0,2024-01-09 22:20:00
I004291,U0131,R0009,rated,4.0,2025-02-03 23:48:00
I004292,U0287,R0255,visited,2.0,2024-04-06 18:01:00
I004293,U0435,R0020,viewed,,2025-01-09 20:13:00
I004294,U0485,R0096,viewed,,2024-07-17 04:01:00
I004295,U0255,R0191,viewed,,2024-08-14 17:44:00
I004296,U0107,R0037,visited,5.0,2024-10-03 16:32:00
I004297,U0272,R0008,visited,,2025-01-06 16:15:00
I004298,U0324,R0268,saved,,2024-11-21 22:46:00
I004299,U0175,R0215,viewed,,2025-01-17 12:40:00
I004300,U0468,R0081,visited,,2024-09-16 14:22:00
I004301,U0017,R0068,viewed,,2024-12-05 04:02:00
I004302,U0130,R0205,visited,2.0,2024-08-24 09:13:00
I004303,U0098,R0086,viewed,,2025-02-10 08:52:00
I004304,U0459,R0138,viewed,,2024-11-21 03:36:00
I004305,U0335,R0001,viewed,,2025-01-22 06:48:00
I004306,U0313,R0037,visited,,2024-03-05 13:05:00
I004307,U0327,R0201,viewed,,2024-09-04 02:01:00
I004308,U0251,R0294,viewed,,2024-06-23 13:23:00
I004309,U0055,R0099,viewed,,2025-01-12 12:05:00
I004310,U0326,R0269,viewed,,2024-03-22 18:59:00
I004311,U0253,R0152,rated,4.0,2025-03-24 12:45:00
I004312,U0357,R0138,viewed,,2024-07-12 00:51:00
I004313,U0340,R0121,viewed,,2024-04-18 04:54:00
I004314,U0130,R0144,viewed,,2024-01-25 12:03:00
I004315,U0085,R0038,visited,2.0,2024-08-23 05:51:00
I004316,U0393,R0201,visited,,2025-01-13 10:34:00
I004317,U0323,R0190,viewed,,2024-10-30 00:56:00
I004318,U0277,R0206,saved,,2024-01-23 17:00:00
I004319,U0279,R0090,saved,,2024-01-17 00:01:00
I004320,U0240,R0179,viewed,,2024-04-13 22:49:00
I004321,U0108,R0271,viewed,,2024-08-29 04:52:00
I004322,U0325,R0104,visited,3.0,2024-03-24 02:30:00
I004323,U0451,R0041,saved,,2024-09-14 00:19:00
I004324,U0156,R0119,rated,5.0,2024-12-14 14:59:00
I004325,U0248,R0065,viewed,,2024-02-24 22:25:00
I004326,U0265,R0055,saved,,2024-02-18 21:55:00
I004327,U0066,R0044,rated,4.0,2024-09-04 06:52:00
I004328,U0335,R0232,viewed,,2025-01-26 00:59:00
I004329,U0331,R0222,rated,3.0,2025-03-01 09:06:00
I004330,U0180,R0160,saved,,2024-04-08 20:29:00
I004331,U0163,R0236,viewed,,2024-10-25 18:40:00
I004332,U0294,R0192,saved,,2024-07-16 01:14:00
I004333,U0379,R0016,saved,,2024-01-09 19:22:00
I004334,U0324,R0114,viewed,,2024-06-06 15:58:00
I004335,U0252,R0078,saved,,2024-02-08 22:05:00
I004336,U0186,R0177,visited,5.0,2025-02-15 16:49:00
I004337,U0150,R0047,rated,4.0,2024-12-15 18:43:00
I004338,U0498,R0009,saved,,2025-01-26 16:05:00
I004339,U0165,R0210,saved,,2025-02-09 06:01:00
I004340,U0180,R0043,saved,,2024-04-12 08:52:00
I004341,U0291,R0105,saved,,2024-09-27 01:44:00
I004342,U0316,R0128,viewed,,2024-12-25 08:06:00
I004343,U0361,R0218,viewed,,2025-02-13 17:31:00
I004344,U0382,R0149,saved,,2024-05-26 15:19:00
I004345,U0067,R0103,viewed,,2025-01-08 09:33:00
I004346,U0172,R0054,viewed,,2024-12-29 18:02:00
I004347,U0285,R0160,viewed,,2024-03-20 12:08:00
I004348,U0202,R0207,viewed,,2025-02-12 03:39:00
I004349,U0227,R0130,rated,3.0,2024-08-05 10:45:00
I004350,U0094,R0067,visited,,2025-02-12 10:48:00
I004351,U0059,R0212,viewed,,2024-07-08 02:29:00
I004352,U0054,R0127,saved,,2024-11-18 17:19:00
I004353,U0015,R0168,viewed,,2025-02-16 14:16:00
I004354,U0350,R0171,rated,4.0,2024-09-05 13:26:00
I004355,U0160,R0274,viewed,,2024-04-25 17:42:00
I004356,U0128,R0061,viewed,,2024-09-10 17:49:00
I004357,U0121,R0101,viewed,,2024-03-31 20:58:00
I004358,U0186,R0065,rated,5.0,2025-01-22 17:34:00
I004359,U0250,R0218,visited,,2025-02-17 08:06:00
I004360,U0053,R0297,viewed,,2024-02-21 09:43:00
I004361,U0161,R0267,visited,,2024-01-05 21:06:00
I004362,U0069,R0235,viewed,,2024-08-14 15:44:00
I004363,U0054,R0165,viewed,,2024-06-22 06:52:00
I004364,U0050,R0231,viewed,,2024-05-09 00:58:00
I004365,U0270,R0002,viewed,,2025-02-14 17:38:00
I004366,U0376,R0082,saved,,2025-03-17 12:16:00
I004367,U0392,R0200,saved,,2024-01-17 04:44:00
I004368,U0290,R0126,viewed,,2024-03-05 13:40:00
I004369,U0164,R0285,viewed,,2024-01-08 05:15:00
I004370,U0092,R0212,viewed,,2024-01-05 11:37:00
I004371,U0279,R0014,viewed,,2024-09-26 17:32:00
I004372,U0001,R0001,viewed,,2024-10-02 04:34:00
I004373,U0403,R0080,saved,,2024-04-07 00:29:00
I004374,U0218,R0293,rated,3.0,2024-04-14 22:37:00
I004375,U0201,R0086,viewed,,2024-06-27 22:04:00
I004376,U0031,R0229,saved,,2024-03-05 14:46:00
I004377,U0210,R0111,saved,,2024-05-01 09:37:00
I004378,U0086,R0200,saved,,2024-11-22 17:31:00
I004379,U0180,R0046,viewed,,2025-01-31 23:14:00
I004380,U0482,R0123,visited,,2024-08-21 04:57:00
I004381,U0264,R0114,saved,,2024-11-27 16:52:00
I004382,U0042,R0014,rated,3.0,2024-10-11 15:23:00
I004383,U0077,R0210,rated,5.0,2024-11-03 21:48:00
I004384,U0030,R0153,viewed,,2024-06-16 20:42:00
I004385,U0081,R0022,saved,,2024-09-17 19:43:00
I004386,U0375,R0050,visited,,2024-02-11 02:35:00
I004387,U0488,R0062,viewed,,2024-05-23 10:50:00
I004388,U0265,R0155,visited,,2024-01-22 01:36:00
I004389,U0011,R0029,visited,3.0,2025-02-14 00:05:00
I004390,U0292,R0255,viewed,,2025-01-25 21:42:00
I004391,U0216,R0257,visited,5.0,2025-02-22 19:46:00
I004392,U0007,R0001,saved,,2024-10-14 03:08:00
I004393,U0400,R0109,viewed,,2024-12-26 05:18:00
I004394,U0348,R0020,rated,3.0,2024-06-25 03:36:00
I004395,U0249,R0148,viewed,,2024-01-28 21:34:00
I004396,U0109,R0171,saved,,2024-11-04 00:39:00
I004397,U0049,R0030,saved,,2024-08-01 07:17:00
I004398,U0329,R0236,saved,,2024-02-11 16:00:00
I004399,U0081,R0100,saved,,2024-10-15 15:56:00
I004400,U0177,R0234,rated,4.0,2025-02-26 13:35:00
I004401,U0491,R0231,visited,3.0,2024-09-17 13:35:00
I004402,U0219,R0197,rated,3.0,2024-09-01 16:10:00
I004403,U0499,R0262,viewed,,2024-01-27 01:11:00
I004404,U0176,R0181,saved,,2024-06-23 07:15:00
I004405,U0147,R0228,saved,,2024-10-26 08:40:00
I004406,U0234,R0004,viewed,,2024-12-23 09:23:00
I004407,U0247,R0021,rated,4.0,2024-11-28 03:54:00
I004408,U0034,R0268,visited,2.0,2024-09-30 20:28:00
I004409,U0179,R0167,saved,,2024-10-21 16:06:00
I004410,U0341,R0098,visited,5.0,2024-02-09 19:42:00
I004411,U0042,R0267,viewed,,2024-12-21 12:28:00
I004412,U0357,R0236,visited,4.0,2025-02-28 08:34:00
I004413,U0139,R0241,visited,,2024-06-05 15:24:00
I004414,U0357,R0265,viewed,,2024-09-15 13:05:00
I004415,U0277,R0150,saved,,2024-07-31 20:20:00
I004416,U0100,R0034,viewed,,2024-07-08 10:44:00
I004417,U0434,R0251,viewed,,2024-11-17 17:48:00
I004418,U0213,R0265,viewed,,2024-09-22 07:28:00
I004419,U0444,R0108,visited,,2024-06-27 18:58:00
I004420,U0158,R0056,viewed,,2025-01-15 08:20:00
I004421,U0299,R0089,visited,,2024-01-29 23:11:00
I004422,U0416,R0239,viewed,,2024-02-22 09:38:00
I004423,U0029,R0079,viewed,,2024-11-20 01:08:00
I004424,U0269,R0039,viewed,,2025-02-03 20:54:00
I004425,U0249,R0199,viewed,,2024-04-16 06:17:00
I004426,U0349,R0213,saved,,2025-03-29 23:24:00
I004427,U0497,R0107,viewed,,2024-05-22 02:45:00
I004428,U0281,R0254,viewed,,2024-03-18 03:23:00
I004429,U0370,R0046,visited,,2024-06-28 03:30:00
I004430,U0473,R0260,viewed,,2025-01-16 21:19:00
I004431,U0275,R0187,viewed,,2025-03-28 04:52:00
I004432,U0370,R0126,saved,,2024-03-19 05:16:00
I004433,U0460,R0122,viewed,,2024-02-09 03:14:00
I004434,U0314,R0009,viewed,,2024-09-28 19:08:00
I004435,U0085,R0101,viewed,,2024-01-19 11:26:00
I004436,U0288,R0116,viewed,,2024-07-02 12:15:00
I004437,U0033,R0270,visited,,2024-11-09 18:49:00
I004438,U0377,R0065,visited,,2024-05-27 00:19:00
I004439,U0190,R0014,visited,2.0,2024-07-30 21:53:00
I004440,U0384,R0069,viewed,,2024-04-03 01:16:00
I004441,U0123,R0010,viewed,,2024-02-02 18:06:00
I004442,U0348,R0062,saved,,2024-03-08 20:18:00
I004443,U0477,R0169,viewed,,2025-01-12 19:09:00
I004444,U0088,R0148,viewed,,2024-12-19 04:49:00
I004445,U0360,R0029,viewed,,2024-03-07 14:33:00
I004446,U0481,R0088,visited,2.0,2024-04-30 10:03:00
I004447,U0366,R0120,saved,,2024-11-05 10:24:00
I004448,U0357,R0266,saved,,2025-02-13 12:18:00
I004449,U0479,R0186,viewed,,2024-05-20 00:35:00
I004450,U0021,R0028,rated,4.0,2024-05-01 12:03:00
I004451,U0172,R0217,rated,2.0,2024-08-03 02:31:00
I004452,U0301,R0075,visited,,2024-10-19 15:45:00
I004453,U0231,R0233,saved,,2024-04-03 22:19:00
I004454,U0100,R0258,viewed,,2024-03-26 19:10:00
I004455,U0476,R0167,viewed,,2024-06-21 19:01:00
I004456,U0198,R0075,viewed,,2024-10-24 22:18:00
I004457,U0154,R0039,viewed,,2024-03-23 05:37:00
I004458,U0268,R0291,visited,,2024-12-23 20:22:00
I004459,U0018,R0144,viewed,,2024-11-10 22:12:00
I004460,U0101,R0236,viewed,,2024-04-10 10:35:00
I004461,U0420,R0120,viewed,,2024-09-17 20:37:00
I004462,U0382,R0138,visited,,2024-01-31 16:44:00
I004463,U0245,R0067,saved,,2024-12-14 06:00:00
I004464,U0003,R0247,viewed,,2025-03-30 02:35:00
I004465,U0153,R0202,saved,,2025-01-03 20:48:00
I004466,U0195,R0186,visited,5.0,2024-03-10 21:53:00
I004467,U0171,R0067,visited,,2024-12-08 22:16:00
I004468,U0448,R0189,viewed,,2024-11-30 09:04:00
I004469,U0019,R0128,rated,4.0,2024-03-28 09:53:00
I004470,U0393,R0167,rated,4.0,2024-03-20 00:27:00
I004471,U0376,R0116,viewed,,2024-02-04 09:14:00
I004472,U0153,R0031,rated,5.0,2025-03-06 06:30:00
I004473,U0037,R0177,visited,5.0,2025-02-10 03:02:00
I004474,U0432,R0211,visited,4.0,2025-01-12 11:15:00
I004475,U0084,R0206,viewed,,2024-08-12 17:29:00
I004476,U0032,R0223,saved,,2024-07-14 09:18:00
I004477,U0084,R0260,visited,2.0,2024-08-26 21:47:00
I004478,U0376,R0019,viewed,,2025-03-05 09:33:00
I004479,U0395,R0005,saved,,2024-06-01 04:06:00
I004480,U0367,R0011,viewed,,2024-02-05 01:42:00
I004481,U0497,R0032,saved,,2024-12-18 02:46:00
I004482,U0089,R0016,visited,5.0,2024-07-31 09:03:00
I004483,U0455,R0136,viewed,,2024-08-22 01:42:00
I004484,U0106,R0039,saved,,2025-02-06 00:13:00
I004485,U0020,R0199,saved,,2024-08-15 11:41:00
I004486,U0060,R0137,visited,2.0,2024-02-06 10:25:00
I004487,U0011,R0291,saved,,2024-03-08 14:30:00
I004488,U0027,R0080,saved,,2024-10-03 12:07:00
I004489,U0054,R0172,viewed,,2024-12-29 13:11:00
I004490,U0316,R0099,viewed,,2024-02-23 20:54:00
I004491,U0216,R0167,viewed,,2024-12-23 15:11:00
I004492,U0485,R0163,viewed,,2024-12-23 01:31:00
I004493,U0096,R0075,viewed,,2025-01-10 01:34:00
I004494,U0332,R0157,rated,4.0,2024-03-31 09:59:00
I004495,U0220,R0066,rated,5.0,2025-02-20 07:26:00
I004496,U0473,R0299,visited,5.0,2024-02-08 18:06:00
I004497,U0014,R0259,visited,,2024-08-19 22:07:00
I004498,U0410,R0183,viewed,,2024-12-28 10:52:00
I004499,U0023,R0077,viewed,,2024-03-29 15:15:00
I004500,U0450,R0043,viewed,,2025-01-27 05:36:00
I004501,U0328,R0070,visited,,2024-04-06 00:47:00
I004502,U0317,R0265,viewed,,2024-08-22 16:04:00
I004503,U0006,R0253,saved,,2024-03-09 08:03:00
I004504,U0043,R0113,rated,5.0,2024-06-30 14:36:00
I004505,U0199,R0084,viewed,,2024-03-18 18:51:00
I004506,U0348,R0072,visited,,2025-03-27 21:35:00
I004507,U0381,R0291,saved,,2024-09-01 12:57:00
I004508,U0248,R0111,viewed,,2024-09-27 13:14:00
I004509,U0455,R0106,saved,,2024-11-27 11:02:00
I004510,U0028,R0281,viewed,,2024-11-14 05:23:00
I004511,U0476,R0152,viewed,,2024-10-20 23:18:00
I004512,U0134,R0109,visited,5.0,2024-12-23 05:38:00
I004513,U0022,R0226,saved,,2025-01-25 20:32:00
I004514,U0275,R0108,viewed,,2024-11-08 00:15:00
I004515,U0069,R0048,viewed,,2025-03-02 22:05:00
I004516,U0223,R0225,viewed,,2024-12-20 21:50:00
I004517,U0021,R0143,viewed,,2024-11-24 06:47:00
I004518,U0448,R0054,viewed,,2024-11-26 21:55:00
I004519,U0027,R0276,visited,5.0,2024-04-11 18:03:00
I004520,U0110,R0218,saved,,2024-08-14 11:56:00
I004521,U0253,R0146,visited,,2024-09-22 03:10:00
I004522,U0030,R0235,visited,,2024-04-16 15:34:00
I004523,U0046,R0002,viewed,,2024-03-14 00:32:00
I004524,U0050,R0208,visited,5.0,2024-08-25 11:31:00
I004525,U0361,R0267,rated,5.0,2024-02-28 12:25:00
I004526,U0044,R0289,visited,4.0,2024-05-16 19:03:00
I004527,U0223,R0073,viewed,,2024-08-26 22:53:00
I004528,U0452,R0228,viewed,,2024-06-23 08:49:00
I004529,U0332,R0020,visited,,2024-04-02 16:41:00
I004530,U0155,R0212,saved,,2024-03-13 02:45:00
I004531,U0091,R0120,visited,,2025-02-05 20:19:00
I004532,U0156,R0131,saved,,2024-04-24 21:43:00
I004533,U0225,R0174,saved,,2024-11-04 09:28:00
I004534,U0201,R0111,saved,,2024-11-30 08:11:00
I004535,U0364,R0294,viewed,,2024-10-30 05:41:00
I004536,U0338,R0041,saved,,2024-03-22 03:48:00
I004537,U0417,R0219,saved,,2025-02-24 16:59:00
I004538,U0312,R0210,viewed,,2025-04-01 13:55:00
I004539,U0362,R0159,viewed,,2024-08-03 11:35:00
I004540,U0067,R0296,visited,4.0,2024-11-22 01:40:00
I004541,U0338,R0154,visited,4.0,2024-04-29 18:35:00
I004542,U0012,R0268,viewed,,2024-11-06 16:25:00
I004543,U0094,R0285,saved,,2024-02-09 11:42:00
I004544,U0480,R0104,viewed,,2025-04-01 19:51:00
I004545,U0039,R0184,rated,4.0,2024-11-22 07:58:00
I004546,U0142,R0164,saved,,2024-03-17 19:41:00
I004547,U0381,R0129,saved,,2024-09-17 06:12:00
I004548,U0386,R0158,viewed,,2024-08-22 09:14:00
I004549,U0270,R0069,saved,,2024-07-01 21:03:00
I004550,U0333,R0029,visited,,2024-06-19 10:00:00
I004551,U0018,R0165,saved,,2024-09-04 20:40:00
I004552,U0334,R0113,viewed,,2024-04-21 12:04:00
I004553,U0242,R0144,visited,,2025-03-01 13:47:00
I004554,U0115,R0077,visited,,2024-11-24 08:32:00
I004555,U0136,R0124,viewed,,2024-02-08 14:33:00
I004556,U0083,R0231,visited,,2024-01-31 12:04:00
I004557,U0134,R0201,viewed,,2024-05-10 02:38:00
I004558,U0194,R0157,saved,,2024-02-01 23:37:00
I004559,U0080,R0168,viewed,,2024-04-13 21:21:00
I004560,U0229,R0267,rated,5.0,2024-10-12 15:30:00
I004561,U0001,R0069,visited,,2024-03-03 09:22:00
I004562,U0059,R0099,saved,,2024-01-04 04:34:00
I004563,U0332,R0084,visited,,2025-01-30 13:21:00
I004564,U0093,R0292,saved,,2024-09-02 11:24:00
I004565,U0092,R0233,viewed,,2024-12-11 08:00:00
I004566,U0120,R0157,rated,4.0,2025-01-22 18:15:00
I004567,U0310,R0230,visited,4.0,2024-12-02 09:40:00
I004568,U0481,R0087,viewed,,2024-10-23 08:28:00
I004569,U0018,R0170,viewed,,2025-03-19 12:22:00
I004570,U0393,R0006,saved,,2024-12-01 14:24:00
I004571,U0266,R0231,rated,3.0,2025-01-28 22:33:00
I004572,U0333,R0137,viewed,,2024-10-25 19:44:00
I004573,U0275,R0004,viewed,,2024-09-25 12:44:00
I004574,U0090,R0250,viewed,,2024-08-26 03:07:00
I004575,U0180,R0229,viewed,,2025-02-04 17:05:00
I004576,U0175,R0209,visited,3.0,2025-01-14 15:13:00
I004577,U0330,R0221,rated,5.0,2024-03-29 23:04:00
I004578,U0258,R0071,viewed,,2024-11-18 20:11:00
I004579,U0065,R0132,visited,,2024-10-09 13:28:00
I004580,U0022,R0234,visited,5.0,2024-05-17 16:42:00
I004581,U0293,R0184,viewed,,2024-08-21 17:23:00
I004582,U0355,R0089,viewed,,2024-03-18 19:32:00
I004583,U0115,R0227,viewed,,2024-03-06 09:30:00
I004584,U0171,R0044,visited,,2024-08-18 00:27:00
I004585,U0060,R0108,visited,,2024-06-01 10:15:00
I004586,U0284,R0101,rated,4.0,2024-03-23 11:20:00
I004587,U0046,R0017,viewed,,2024-06-02 22:25:00
I004588,U0306,R0036,visited,,2025-03-10 18:48:00
I004589,U0437,R0230,viewed,,2024-12-25 15:00:00
I004590,U0372,R0065,viewed,,2024-01-22 02:57:00
I004591,U0137,R0111,viewed,,2025-02-15 06:50:00
I004592,U0264,R0118,viewed,,2024-08-02 20:54:00
I004593,U0260,R0060,viewed,,2024-04-09 04:50:00
I004594,U0194,R0012,visited,,2024-03-16 19:39:00
I004595,U0046,R0090,viewed,,2024-04-18 20:48:00
I004596,U0406,R0175,saved,,2024-09-04 17:57:00
I004597,U0069,R0061,visited,2.0,2024-03-18 23:37:00
I004598,U0315,R0259,saved,,2024-11-01 01:06:00
I004599,U0482,R0153,viewed,,2024-08-10 17:48:00
I004600,U0487,R0122,saved,,2025-03-13 00:00:00
I004601,U0443,R0168,visited,,2024-09-23 00:05:00
I004602,U0412,R0103,visited,3.0,2024-05-03 13:00:00
I004603,U0101,R0096,visited,4.0,2024-06-25 08:36:00
I004604,U0171,R0067,rated,3.0,2024-08-30 19:47:00
I004605,U0163,R0292,visited,,2024-10-20 09:34:00
I004606,U0456,R0039,visited,3.0,2024-02-12 10:57:00
I004607,U0150,R0108,visited,,2024-04-10 20:17:00
I004608,U0459,R0253,viewed,,2025-03-11 18:26:00
I004609,U0499,R0015,viewed,,2025-01-29 11:27:00
I004610,U0353,R0277,saved,,2024-11-01 15:02:00
I004611,U0136,R0211,rated,5.0,2024-06-18 10:22:00
I004612,U0050,R0208,saved,,2025-01-02 09:02:00
I004613,U0327,R0231,visited,,2024-02-21 02:58:00
I004614,U0328,R0290,saved,,2024-02-20 20:00:00
I004615,U0348,R0185,rated,3.0,2025-03-02 10:43:00
I004616,U0367,R0022,rated,4.0,2024-11-06 08:09:00
I004617,U0303,R0008,saved,,2024-12-12 21:33:00
I004618,U0301,R0074,visited,,2024-11-20 10:30:00
I004619,U0420,R0279,viewed,,2024-04-19 14:30:00
I004620,U0106,R0043,viewed,,2024-10-09 17:26:00
I004621,U0040,R0097,viewed,,2024-10-30 11:44:00
I004622,U0008,R0164,viewed,,2024-02-21 07:45:00
I004623,U0433,R0198,visited,3.0,2024-05-21 16:52:00
I004624,U0128,R0293,saved,,2024-07-03 13:05:00
I004625,U0140,R0138,viewed,,2025-01-01 22:49:00
I004626,U0063,R0171,viewed,,2024-09-11 13:07:00
I004627,U0211,R0040,viewed,,2025-02-07 13:45:00
I004628,U0289,R0153,rated,3.0,2025-03-08 20:03:00
I004629,U0001,R0040,saved,,2024-04-22 22:01:00
I004630,U0063,R0215,rated,4.0,2024-06-21 11:40:00
I004631,U0332,R0099,viewed,,2024-05-30 07:19:00
I004632,U0090,R0259,viewed,,2024-12-05 19:41:00
I004633,U0463,R0139,saved,,2024-08-11 17:14:00
I004634,U0229,R0252,viewed,,2024-09-13 15:11:00
I004635,U0191,R0299,rated,3.0,2024-06-28 23:29:00
I004636,U0429,R0044,viewed,,2024-10-09 09:37:00
I004637,U0183,R0189,viewed,,2024-05-06 20:20:00
I004638,U0072,R0071,saved,,2024-10-09 09:09:00
I004639,U0136,R0269,visited,4.0,2024-09-30 01:42:00
I004640,U0317,R0039,visited,3.0,2024-06-09 03:41:00
I004641,U0075,R0017,viewed,,2024-09-08 16:48:00
I004642,U0057,R0126,visited,,2024-07-13 04:46:00
I004643,U0191,R0117,viewed,,2024-03-11 08:54:00
I004644,U0034,R0113,viewed,,2024-04-17 02:18:00
I004645,U0095,R0043,visited,,2024-12-13 21:01:00
I004646,U0494,R0191,visited,4.0,2024-03-09 15:30:00
I004647,U0357,R0095,visited,,2025-02-03 09:04:00
I004648,U0403,R0149,visited,4.0,2024-08-16 22:25:00
I004649,U0316,R0145,viewed,,2025-02-03 11:40:00
I004650,U0095,R0066,viewed,,2025-03-28 15:52:00
I004651,U0121,R0071,saved,,2025-02-17 09:14:00
I004652,U0109,R0058,rated,5.0,2024-02-08 13:25:00
I004653,U0379,R0242,viewed,,2025-03-25 13:37:00
I004654,U0250,R0021,viewed,,2024-09-26 22:37:00
I004655,U0061,R0190,visited,3.0,2024-10-25 01:58:00
I004656,U0101,R0254,saved,,2024-09-21 12:00:00
I004657,U0094,R0206,viewed,,2025-03-21 05:46:00
I004658,U0431,R0155,viewed,,2025-01-04 09:45:00
I004659,U0012,R0183,visited,3.0,2025-03-31 15:33:00
I004660,U0133,R0158,viewed,,2025-01-10 15:52:00
I004661,U0088,R0142,saved,,2024-11-07 06:25:00
I004662,U0204,R0235,viewed,,2024-02-08 13:04:00
I004663,U0152,R0229,saved,,2024-08-12 16:47:00
I004664,U0150,R0192,visited,4.0,2024-05-04 20:40:00
I004665,U0425,R0267,viewed,,2024-06-16 09:07:00
I004666,U0142,R0181,viewed,,2024-08-21 20:51:00
I004667,U0324,R0192,viewed,,2024-01-11 02:31:00
I004668,U0135,R0054,viewed,,2024-06-28 18:11:00
I004669,U0284,R0183,saved,,2024-05-12 01:23:00
I004670,U0469,R0084,visited,,2024-05-27 20:34:00
I004671,U0182,R0221,visited,,2024-03-20 23:17:00
I004672,U0111,R0225,saved,,2024-03-10 04:01:00
I004673,U0095,R0066,viewed,,2024-08-02 09:57:00
I004674,U0293,R0208,viewed,,2024-06-23 05:45:00
I004675,U0263,R0237,saved,,2024-08-19 07:28:00
I004676,U0088,R0192,saved,,2024-03-23 03:47:00
I004677,U0217,R0178,visited,5.0,2024-11-17 03:43:00
I004678,U0267,R0130,viewed,,2024-04-21 12:16:00
I004679,U0298,R0136,visited,5.0,2024-01-18 21:10:00
I004680,U0211,R0074,saved,,2025-03-04 11:07:00
I004681,U0357,R0239,saved,,2024-08-30 18:50:00
I004682,U0092,R0296,viewed,,2024-08-08 11:14:00
I004683,U0042,R0139,saved,,2024-04-01 05:02:00
I004684,U0024,R0234,viewed,,2024-10-14 14:16:00
I004685,U0250,R0151,saved,,2024-01-17 02:31:00
I004686,U0265,R0030,viewed,,2024-04-15 01:41:00
I004687,U0272,R0114,rated,5.0,2024-03-16 06:29:00
I004688,U0253,R0172,viewed,,2024-09-25 00:25:00
I004689,U0335,R0124,saved,,2024-10-08 21:39:00
I004690,U0205,R0282,viewed,,2025-03-08 03:59:00
I004691,U0479,R0087,viewed,,2025-01-15 11:20:00
I004692,U0324,R0160,visited,4.0,2024-10-28 18:30:00
I004693,U0029,R0068,rated,4.0,2024-12-09 12:04:00
I004694,U0382,R0018,saved,,2024-02-07 01:09:00
I004695,U0333,R0188,viewed,,2025-01-18 01:48:00
I004696,U0408,R0136,viewed,,2024-01-17 05:39:00
I004697,U0339,R0213,rated,3.0,2024-06-18 00:13:00
I004698,U0165,R0212,rated,5.0,2024-05-01 14:52:00
I004699,U0096,R0141,viewed,,2024-06-15 12:00:00
I004700,U0044,R0300,rated,3.0,2024-06-12 12:46:00
I004701,U0037,R0060,visited,4.0,2024-04-02 11:38:00
I004702,U0092,R0298,saved,,2024-03-12 04:08:00
I004703,U0127,R0280,saved,,2024-06-18 15:59:00
I004704,U0200,R0045,viewed,,2024-09-05 05:10:00
I004705,U0449,R0121,viewed,,2024-10-26 17:13:00
I004706,U0121,R0145,viewed,,2025-02-20 06:30:00
I004707,U0262,R0112,saved,,2024-06-29 20:36:00
I004708,U0094,R0200,viewed,,2024-11-25 16:01:00
I004709,U0027,R0013,visited,,2024-07-05 00:39:00
I004710,U0009,R0144,viewed,,2024-03-20 17:02:00
I004711,U0121,R0114,viewed,,2024-03-13 21:07:00
I004712,U0111,R0242,rated,3.0,2024-09-12 18:14:00
I004713,U0448,R0293,viewed,,2025-02-25 13:47:00
I004714,U0262,R0110,viewed,,2024-12-13 15:11:00
I004715,U0409,R0264,rated,4.0,2025-02-28 11:39:00
I004716,U0341,R0257,saved,,2025-02-23 00:38:00
I004717,U0119,R0202,visited,,2025-02-02 09:21:00
I004718,U0425,R0066,viewed,,2024-05-12 04:24:00
I004719,U0354,R0248,visited,3.0,2024-06-10 11:15:00
I004720,U0075,R0164,viewed,,2024-11-12 18:12:00
I004721,U0465,R0227,viewed,,2024-12-26 21:25:00
I004722,U0174,R0036,saved,,2024-03-29 09:53:00
I004723,U0465,R0246,visited,,2024-04-18 04:42:00
I004724,U0002,R0233,saved,,2024-03-01 18:45:00
I004725,U0045,R0276,viewed,,2024-07-05 01:49:00
I004726,U0211,R0112,saved,,2025-03-15 16:21:00
I004727,U0481,R0298,rated,5.0,2024-07-13 13:37:00
I004728,U0227,R0208,viewed,,2024-04-11 12:17:00
I004729,U0157,R0293,rated,3.0,2024-06-26 21:06:00
I004730,U0434,R0149,saved,,2025-01-12 08:12:00
